id_particle,x,y,frame,intensity
39.0,398.0964778816205,2.767294405866444,39.0,234.52940873795134
39.0,395.9021170974843,11.207427374933397,40.0,236.2857096751289
39.0,392.77568675142265,19.609835083744755,41.0,232.1945548040377
39.0,386.52110318587796,27.31669321344514,42.0,223.51287731975535
39.0,381.62022137694646,34.77966452939561,43.0,202.4944314931834
39.0,374.9505004591512,42.478779508578,44.0,205.96328376511133
39.0,367.9378478408954,51.49612954960063,45.0,192.46703833340806
39.0,361.69326066281036,62.67203422355716,46.0,193.26117721475998
39.0,353.15598691108465,72.77249842364566,47.0,201.48600136217127
39.0,344.90933670373363,83.52116599299791,48.0,220.1944946863152
39.0,338.0166285505187,93.62802243743886,49.0,218.03599541577177
103.0,188.43546395886142,190.32391734920657,0.0,120.2636983103011
112.0,213.83810017261362,242.20094625905108,0.0,138.74018515369167
113.0,412.96614238014695,445.33612601255436,0.0,168.54437388888186
125.0,137.22652259909864,446.34529795440926,0.0,138.32720951018632
128.0,231.91090719172087,148.05995872101323,0.0,191.83261922298624
135.0,432.66261108225956,198.11439500170582,0.0,163.35581748291048
157.0,369.90445229583133,185.47231355996132,0.0,143.2504038161358
160.0,273.7685462044209,174.17189971364064,0.0,140.27597081692016
103.0,180.5647237220705,188.97690073439426,1.0,101.29625979785527
112.0,213.68269948834788,251.27117375709975,1.0,149.87120473377635
113.0,427.3017305583415,448.6300772046991,1.0,123.82549652639452
125.0,138.7709728513178,458.74345728557097,1.0,130.3237475081519
128.0,233.16119830753178,146.9329754107194,1.0,191.64155079279652
135.0,433.0975267912238,205.7319018660809,1.0,168.8813540469422
157.0,363.04438400989244,182.31888932528483,1.0,154.97824226294165
160.0,272.8163659607295,174.5014351073135,1.0,130.09134199168798
103.0,169.31776150475852,188.72729594942248,2.0,80.16790707019749
112.0,212.59307409526934,261.31952304752826,2.0,151.47522379775654
113.0,438.5703682020616,452.3994165134811,2.0,111.76828802097926
125.0,141.85110214718043,475.65160584752243,2.0,132.45722773312062
128.0,239.11601356128617,142.07033364242727,2.0,228.50719624838672
135.0,432.77896935382705,211.0700353619491,2.0,157.12226325683486
157.0,360.06279918789886,181.1240205307103,2.0,139.88035252654015
160.0,272.5963066883351,174.61597085916168,2.0,142.76726313282887
103.0,159.18436036574155,187.32353161661473,3.0,117.96827497405337
112.0,208.71690506780843,269.8223250121717,3.0,167.7241743077833
113.0,454.0355396769917,459.17353725814587,3.0,97.07801305207539
125.0,150.34778054029422,488.5398415945054,3.0,133.88443329049775
128.0,248.1631216686688,136.55764991358305,3.0,251.538466977198
135.0,431.55853350374696,214.21458502104232,3.0,188.75118566926432
157.0,359.9577539854284,181.09460422426685,3.0,116.80544700951097
160.0,270.9594889891437,175.1069445882917,3.0,142.97682123808647
103.0,148.2766619608102,186.04839329399042,4.0,128.78146131345238
112.0,207.0127809990857,273.51543385555635,4.0,189.79766343212683
113.0,471.56550813842387,471.4097711137637,4.0,77.2040517129457
125.0,154.73100045789724,499.75640351000595,4.0,121.52689117922142
128.0,263.8395412172694,127.96889060407669,4.0,202.85293322461365
135.0,429.86336320844975,217.25533690092718,4.0,200.44806944012709
157.0,357.4620320613615,180.25668211611116,4.0,99.3105443090913
160.0,267.1445106839677,176.0526590522298,4.0,141.48202616276708
103.0,131.38698875373834,187.2239959040652,5.0,129.66844481121333
112.0,206.7517141313734,273.8938736345809,5.0,205.89225093743354
113.0,485.90043361758984,483.99339618507844,5.0,87.73907196910756
125.0,160.33268285823985,511.2363894316553,5.0,129.78645017331732
128.0,282.2193586776404,125.36944612773624,5.0,204.86053937774307
135.0,428.2199639603895,222.1049537232949,5.0,183.1535305757299
157.0,351.8652285044605,178.48735766528736,5.0,97.05688395837063
160.0,260.20102744330995,177.79156464488747,5.0,184.5725507307779
103.0,113.90942114446905,185.48025570625632,6.0,117.34377616460387
112.0,205.02128792107354,277.53230067226445,6.0,218.42769917435504
113.0,495.3050496003254,500.11942750596353,6.0,80.91174985258989
128.0,305.43332994045704,120.91715212552782,6.0,191.747903356148
135.0,427.9712486764489,229.96071315826276,6.0,193.53333873830016
157.0,343.2030252729205,175.3523644011312,6.0,75.212144951234
160.0,252.85599378970946,181.44065304190852,6.0,191.760043179095
103.0,101.41211875461497,188.50488726292406,7.0,91.19628030635477
112.0,204.60688638747146,278.54883905063457,7.0,215.85566876712474
128.0,327.0349683578867,112.59340144805884,7.0,205.27136094625183
135.0,428.34556170146567,231.64202008088293,7.0,167.5008739728312
157.0,333.0817926453811,174.08135109790467,7.0,75.45010286967059
160.0,246.08910193845762,186.9881538155261,7.0,180.3692292591228
103.0,86.53167244921225,195.11743784926273,8.0,72.25619574061872
112.0,204.4360768447046,279.21243023591336,8.0,238.9896605552716
128.0,347.1441290772818,112.3976485151771,8.0,198.77133329721948
135.0,427.8416432000844,234.49823780513358,8.0,193.9690122786993
157.0,318.64427004665737,172.84058706165348,8.0,105.40238637104042
160.0,241.546848046314,192.72481268803818,8.0,187.33822436596668
103.0,67.8613550069,200.48459340816026,9.0,79.39397682013043
112.0,204.0020314605414,280.82276518478903,9.0,229.59420506617383
128.0,361.4432717122903,113.11172090546927,9.0,176.2909475328457
135.0,425.1554825123487,240.08665771684778,9.0,204.5316208113432
157.0,299.9122699088182,174.0088030672764,9.0,132.99531688058556
160.0,235.6444653413755,196.39909680160957,9.0,180.17776102819388
103.0,52.18337358768966,206.93247030306998,10.0,66.1605491814276
112.0,203.30617180951074,286.4880070798326,10.0,255.0
128.0,378.0558662231574,115.12029765235286,10.0,171.85187099911457
135.0,423.2539950112011,244.8760555209543,10.0,186.22509564667484
157.0,280.32182951728714,177.5892856975927,10.0,103.6162335707018
160.0,233.34932678091664,198.70767381975367,10.0,187.12967466331813
103.0,39.508977011576526,215.71551986986427,11.0,81.55721891322845
112.0,203.2766034214594,288.1539794256613,11.0,242.95817662084085
128.0,398.4154099786537,117.59178518510636,11.0,209.35010959140814
135.0,422.8218622620254,246.61544788219987,11.0,173.38219367532088
157.0,263.95350686240704,178.9010228379144,11.0,54.05149662661025
